 "nameObj" , "predicate" , "nameDom" ,
 "volunteer" , "domain_category" , "military machine" ,
 "volunteer" , "domain_category" , "military" ,
 "volunteer" , "domain_category" , "war machine" ,
 "military volunteer" , "domain_category" , "armed forces" ,
 "military volunteer" , "domain_category" , "armed services" ,
 "military volunteer" , "domain_category" , "military machine" ,
 "military volunteer" , "domain_category" , "military" ,
 "military volunteer" , "domain_category" , "war machine" ,
 "vouchee" , "domain_category" , "law" ,
 "vouchee" , "domain_category" , "jurisprudence" ,
 "warrant officer" , "domain_category" , "armed forces" ,
 "warrant officer" , "domain_category" , "armed services" ,
 "warrant officer" , "domain_category" , "military machine" ,
 "warrant officer" , "domain_category" , "military" ,
 "warrant officer" , "domain_category" , "war machine" ,
 "weekend warrior" , "domain_category" , "armed forces" ,
 "weekend warrior" , "domain_category" , "armed services" ,
 "weekend warrior" , "domain_category" , "military machine" ,
 "weekend warrior" , "domain_category" , "military" ,
 "weekend warrior" , "domain_category" , "war machine" ,
 "winger" , "domain_category" , "rugger" ,
 "winger" , "domain_category" , "rugby" ,
 "winger" , "domain_category" , "rugby football" ,
 "winger" , "domain_category" , "soccer" ,
 "winger" , "domain_category" , "association football" ,
 "winger" , "domain_category" , "football" ,
 "winger" , "domain_category" , "football game" ,
 "winger" , "domain_category" , "hockey" ,
 "winger" , "domain_category" , "field hockey" ,
 "attestator" , "domain_category" , "law" ,
 "attestator" , "domain_category" , "jurisprudence" ,
 "attestor" , "domain_category" , "law" ,
 "attestor" , "domain_category" , "jurisprudence" ,
 "yenta" , "domain_category" , "Yiddish" ,
 "yenta" , "domain_category" , "Yiddish" ,
 "zombi spirit" , "domain_category" , "voodoo" ,
 "zombi spirit" , "domain_category" , "voodooism" ,
 "zombi spirit" , "domain_category" , "vodoun" ,
 "zombi spirit" , "domain_category" , "hoodooism" ,
 "zombie spirit" , "domain_category" , "voodoo" ,
 "zombie spirit" , "domain_category" , "voodooism" ,
 "zombie spirit" , "domain_category" , "vodoun" ,
 "zombie spirit" , "domain_category" , "hoodooism" ,
 "Aaron" , "domain_category" , "Old Testament" ,
 "Ambrose" , "domain_category" , "Church of Rome" ,
 "Ambrose" , "domain_category" , "Western Church" ,
 "Ambrose" , "domain_category" , "Roman Catholic" ,
 "Ambrose" , "domain_category" , "Roman Church" ,
 "Ambrose" , "domain_category" , "Roman Catholic Church" ,
 "Saint Ambrose" , "domain_category" , "Church of Rome" ,
 "Saint Ambrose" , "domain_category" , "Western Church" ,
 "Saint Ambrose" , "domain_category" , "Roman Catholic" ,
 "Saint Ambrose" , "domain_category" , "Roman Church" ,
 "Saint Ambrose" , "domain_category" , "Roman Catholic Church" ,
 "St. Ambrose" , "domain_category" , "Church of Rome" ,
 "St. Ambrose" , "domain_category" , "Western Church" ,
 "St. Ambrose" , "domain_category" , "Roman Catholic" ,
 "St. Ambrose" , "domain_category" , "Roman Church" ,
 "St. Ambrose" , "domain_category" , "Roman Catholic Church" ,
 "Saint Andrew" , "domain_category" , "New Testament" ,
 "Saint Andrew the Apostle" , "domain_category" , "New Testament" ,
 "St. Andrew" , "domain_category" , "New Testament" ,
 "Andrew" , "domain_category" , "New Testament" ,
 "Antichrist" , "domain_category" , "Christianity" ,
 "Antichrist" , "domain_category" , "Christian religion" ,
 "Saint Thomas" , "domain_category" , "Church of Rome" ,
 "Saint Thomas" , "domain_category" , "Western Church" ,
 "Saint Thomas" , "domain_category" , "Roman Catholic" ,
 "Saint Thomas" , "domain_category" , "Roman Church" ,
 "Saint Thomas" , "domain_category" , "Roman Catholic Church" ,
 "Saint Thomas Aquinas" , "domain_category" , "Church of Rome" ,
 "Saint Thomas Aquinas" , "domain_category" , "Western Church" ,
 "Saint Thomas Aquinas" , "domain_category" , "Roman Catholic" ,
 "Saint Thomas Aquinas" , "domain_category" , "Roman Church" ,
 "Saint Thomas Aquinas" , "domain_category" , "Roman Catholic Church" ,
 "Thomas Aquinas" , "domain_category" , "Church of Rome" ,
 "Thomas Aquinas" , "domain_category" , "Western Church" ,
 "Thomas Aquinas" , "domain_category" , "Roman Catholic" ,
 "Thomas Aquinas" , "domain_category" , "Roman Church" ,
 "Thomas Aquinas" , "domain_category" , "Roman Catholic Church" ,
 "Aquinas" , "domain_category" , "Church of Rome" ,
 "Aquinas" , "domain_category" , "Western Church" ,
 "Aquinas" , "domain_category" , "Roman Catholic" ,
 "Aquinas" , "domain_category" , "Roman Church" ,
 "Aquinas" , "domain_category" , "Roman Catholic Church" ,
 "St. Thomas" , "domain_category" , "Church of Rome" ,
 "St. Thomas" , "domain_category" , "Western Church" ,
 "St. Thomas" , "domain_category" , "Roman Catholic" ,
 "St. Thomas" , "domain_category" , "Roman Church" ,
 "St. Thomas" , "domain_category" , "Roman Catholic Church" ,
 "St. Thomas Aquinas" , "domain_category" , "Church of Rome" ,
 "St. Thomas Aquinas" , "domain_category" , "Western Church" ,
 "St. Thomas Aquinas" , "domain_category" , "Roman Catholic" ,
 "St. Thomas Aquinas" , "domain_category" , "Roman Church" ,
 "St. Thomas Aquinas" , "domain_category" , "Roman Catholic Church" ,
 "Saint Athanasius" , "domain_category" , "Church of Rome" ,
 "Saint Athanasius" , "domain_category" , "Western Church" ,
 "Saint Athanasius" , "domain_category" , "Roman Catholic" ,
 "Saint Athanasius" , "domain_category" , "Roman Church" ,
 "Saint Athanasius" , "domain_category" , "Roman Catholic Church" ,
 "Athanasius the Great" , "domain_category" , "Church of Rome" ,
 "Athanasius the Great" , "domain_category" , "Western Church" ,
 "Athanasius the Great" , "domain_category" , "Roman Catholic" ,
 "Athanasius the Great" , "domain_category" , "Roman Church" ,
 "Athanasius the Great" , "domain_category" , "Roman Catholic Church" ,
 "Athanasius" , "domain_category" , "Church of Rome" ,
 "Athanasius" , "domain_category" , "Western Church" ,
 "Athanasius" , "domain_category" , "Roman Catholic" ,
 "Athanasius" , "domain_category" , "Roman Church" ,
 "Athanasius" , "domain_category" , "Roman Catholic Church" ,
 "St. Athanasius" , "domain_category" , "Church of Rome" ,
 "St. Athanasius" , "domain_category" , "Western Church" ,
 "St. Athanasius" , "domain_category" , "Roman Catholic" ,
 "St. Athanasius" , "domain_category" , "Roman Church" ,
 "St. Athanasius" , "domain_category" , "Roman Catholic Church" ,
 "Augustine" , "domain_category" , "Church of Rome" ,
 "Augustine" , "domain_category" , "Western Church" ,
 "Augustine" , "domain_category" , "Roman Catholic" ,
 "Augustine" , "domain_category" , "Roman Church" ,
 "Augustine" , "domain_category" , "Roman Catholic Church" ,
 "Augustine of Hippo" , "domain_category" , "Church of Rome" ,
 "Augustine of Hippo" , "domain_category" , "Western Church" ,
 "Augustine of Hippo" , "domain_category" , "Roman Catholic" ,
 "Augustine of Hippo" , "domain_category" , "Roman Church" ,
 "Augustine of Hippo" , "domain_category" , "Roman Catholic Church" ,
 "Balthasar" , "domain_category" , "New Testament" ,
 "Balthazar" , "domain_category" , "New Testament" ,
 "Basil the Great" , "domain_category" , "Church of Rome" ,
 "Basil the Great" , "domain_category" , "Western Church" ,
 "Basil the Great" , "domain_category" , "Roman Catholic" ,
 "Basil the Great" , "domain_category" , "Roman Church" ,
 "Basil the Great" , "domain_category" , "Roman Catholic Church" ,
 "St. Basil the Great" , "domain_category" , "Church of Rome" ,
 "St. Basil the Great" , "domain_category" , "Western Church" ,
 "St. Basil the Great" , "domain_category" , "Roman Catholic" ,
 "St. Basil the Great" , "domain_category" , "Roman Church" ,
 "St. Basil the Great" , "domain_category" , "Roman Catholic Church" ,
 "Basil of Caesarea" , "domain_category" , "Church of Rome" ,
 "Basil of Caesarea" , "domain_category" , "Western Church" ,
 "Basil of Caesarea" , "domain_category" , "Roman Catholic" ,
 "Basil of Caesarea" , "domain_category" , "Roman Church" ,
 "Basil of Caesarea" , "domain_category" , "Roman Catholic Church" ,
 "Basil" , "domain_category" , "Church of Rome" ,
 "Basil" , "domain_category" , "Western Church" ,
 "Basil" , "domain_category" , "Roman Catholic" ,
 "Basil" , "domain_category" , "Roman Church" ,
 "Basil" , "domain_category" , "Roman Catholic Church" ,
 "St. Basil" , "domain_category" , "Church of Rome" ,
 "St. Basil" , "domain_category" , "Western Church" ,
 "St. Basil" , "domain_category" , "Roman Catholic" ,
 "St. Basil" , "domain_category" , "Roman Church" ,
 "St. Basil" , "domain_category" , "Roman Catholic Church" ,
 "Bathsheba" , "domain_category" , "Old Testament" ,
 "Becket" , "domain_category" , "Church of Rome" ,
 "Becket" , "domain_category" , "Western Church" ,
 "Becket" , "domain_category" , "Roman Catholic" ,
 "Becket" , "domain_category" , "Roman Church" ,
 "Becket" , "domain_category" , "Roman Catholic Church" ,
 "Thomas a Becket" , "domain_category" , "Church of Rome" ,
 "Thomas a Becket" , "domain_category" , "Western Church" ,
 "Thomas a Becket" , "domain_category" , "Roman Catholic" ,
 "Thomas a Becket" , "domain_category" , "Roman Church" ,
 "Thomas a Becket" , "domain_category" , "Roman Catholic Church" ,
 "Saint Thomas a Becket" , "domain_category" , "Church of Rome" ,
 "Saint Thomas a Becket" , "domain_category" , "Western Church" ,
 "Saint Thomas a Becket" , "domain_category" , "Roman Catholic" ,
 "Saint Thomas a Becket" , "domain_category" , "Roman Church" ,
 "Saint Thomas a Becket" , "domain_category" , "Roman Catholic Church" ,
 "St. Thomas a Becket" , "domain_category" , "Church of Rome" ,
 "St. Thomas a Becket" , "domain_category" , "Western Church" ,
 "St. Thomas a Becket" , "domain_category" , "Roman Catholic" ,
 "St. Thomas a Becket" , "domain_category" , "Roman Church" ,
 "St. Thomas a Becket" , "domain_category" , "Roman Catholic Church" ,
 "Beda" , "domain_category" , "Church of Rome" ,
 "Beda" , "domain_category" , "Western Church" ,
 "Beda" , "domain_category" , "Roman Catholic" ,
 "Beda" , "domain_category" , "Roman Church" ,
 "Beda" , "domain_category" , "Roman Catholic Church" ,
 "Saint Beda" , "domain_category" , "Church of Rome" ,
 "Saint Beda" , "domain_category" , "Western Church" ,
 "Saint Beda" , "domain_category" , "Roman Catholic" ,
 "Saint Beda" , "domain_category" , "Roman Church" ,
 "Saint Beda" , "domain_category" , "Roman Catholic Church" ,
 "Baeda" , "domain_category" , "Church of Rome" ,
 "Baeda" , "domain_category" , "Western Church" ,
 "Baeda" , "domain_category" , "Roman Catholic" ,
 "Baeda" , "domain_category" , "Roman Church" ,
 "Baeda" , "domain_category" , "Roman Catholic Church" ,
 "the Venerable Bede" , "domain_category" , "Church of Rome" ,
 "the Venerable Bede" , "domain_category" , "Western Church" ,
 "the Venerable Bede" , "domain_category" , "Roman Catholic" ,
 "the Venerable Bede" , "domain_category" , "Roman Church" ,
 "the Venerable Bede" , "domain_category" , "Roman Catholic Church" ,
 "St. Bede" , "domain_category" , "Church of Rome" ,
 "St. Bede" , "domain_category" , "Western Church" ,
 "St. Bede" , "domain_category" , "Roman Catholic" ,
 "St. Bede" , "domain_category" , "Roman Church" ,
 "St. Bede" , "domain_category" , "Roman Catholic Church" ,
 "St. Baeda" , "domain_category" , "Church of Rome" ,
 "St. Baeda" , "domain_category" , "Western Church" ,
 "St. Baeda" , "domain_category" , "Roman Catholic" ,
 "St. Baeda" , "domain_category" , "Roman Church" ,
 "St. Baeda" , "domain_category" , "Roman Catholic Church" ,
 "Bede" , "domain_category" , "Church of Rome" ,
 "Bede" , "domain_category" , "Western Church" ,
 "Bede" , "domain_category" , "Roman Catholic" ,
 "Bede" , "domain_category" , "Roman Church" ,
 "Bede" , "domain_category" , "Roman Catholic Church" ,
 "St. Beda" , "domain_category" , "Church of Rome" ,
 "St. Beda" , "domain_category" , "Western Church" ,
 "St. Beda" , "domain_category" , "Roman Catholic" ,
 "St. Beda" , "domain_category" , "Roman Church" ,
 "St. Beda" , "domain_category" , "Roman Catholic Church" ,
 "Saint Baeda" , "domain_category" , "Church of Rome" ,
 "Saint Baeda" , "domain_category" , "Western Church" ,
 "Saint Baeda" , "domain_category" , "Roman Catholic" ,
 "Saint Baeda" , "domain_category" , "Roman Church" ,
 "Saint Baeda" , "domain_category" , "Roman Catholic Church" ,
 "Saint Bede" , "domain_category" , "Church of Rome" ,
 "Saint Bede" , "domain_category" , "Western Church" ,
 "Saint Bede" , "domain_category" , "Roman Catholic" ,
 "Saint Bede" , "domain_category" , "Roman Church" ,
 "Saint Bede" , "domain_category" , "Roman Catholic Church" ,
 "Belshazzar" , "domain_category" , "Old Testament" ,
 "Benjamin" , "domain_category" , "Old Testament" ,
 "Winfred" , "domain_category" , "Church of Rome" ,
 "Winfred" , "domain_category" , "Western Church" ,
 "Winfred" , "domain_category" , "Roman Catholic" ,
 "Winfred" , "domain_category" , "Roman Church" ,
 "Winfred" , "domain_category" , "Roman Catholic Church" ,
 "Saint Boniface" , "domain_category" , "Church of Rome" ,
 "Saint Boniface" , "domain_category" , "Western Church" ,
 "Saint Boniface" , "domain_category" , "Roman Catholic" ,
 "Saint Boniface" , "domain_category" , "Roman Church" ,
 "Saint Boniface" , "domain_category" , "Roman Catholic Church" ,
 "St. Boniface" , "domain_category" , "Church of Rome" ,
 "St. Boniface" , "domain_category" , "Western Church" ,
 "St. Boniface" , "domain_category" , "Roman Catholic" ,
 "St. Boniface" , "domain_category" , "Roman Church" ,
 "St. Boniface" , "domain_category" , "Roman Catholic Church" ,
 "Apostle of Germany" , "domain_category" , "Church of Rome" ,
 "Apostle of Germany" , "domain_category" , "Western Church" ,
 "Apostle of Germany" , "domain_category" , "Roman Catholic" ,
 "Apostle of Germany" , "domain_category" , "Roman Church" ,
 "Apostle of Germany" , "domain_category" , "Roman Catholic Church" ,
 "Wynfrith" , "domain_category" , "Church of Rome" ,
 "Wynfrith" , "domain_category" , "Western Church" ,
 "Wynfrith" , "domain_category" , "Roman Catholic" ,
 "Wynfrith" , "domain_category" , "Roman Church" ,
 "Wynfrith" , "domain_category" , "Roman Catholic Church" ,
 "Boniface" , "domain_category" , "Church of Rome" ,
 "Boniface" , "domain_category" , "Western Church" ,
 "Boniface" , "domain_category" , "Roman Catholic" ,
 "Boniface" , "domain_category" , "Roman Church" ,
 "Boniface" , "domain_category" , "Roman Catholic Church" ,
 "Bruno" , "domain_category" , "Church of Rome" ,
 "Bruno" , "domain_category" , "Western Church" ,
 "Bruno" , "domain_category" , "Roman Catholic" ,
 "Bruno" , "domain_category" , "Roman Church" ,
 "Bruno" , "domain_category" , "Roman Catholic Church" ,
 "St. Bruno" , "domain_category" , "Church of Rome" ,
 "St. Bruno" , "domain_category" , "Western Church" ,
 "St. Bruno" , "domain_category" , "Roman Catholic" ,
 "St. Bruno" , "domain_category" , "Roman Church" ,
 "St. Bruno" , "domain_category" , "Roman Catholic Church" ,
 "Saint Bruno" , "domain_category" , "Church of Rome" ,
 "Saint Bruno" , "domain_category" , "Western Church" ,
 "Saint Bruno" , "domain_category" , "Roman Catholic" ,
 "Saint Bruno" , "domain_category" , "Roman Church" ,
 "Saint Bruno" , "domain_category" , "Roman Catholic Church" ,
 "Gaspar" , "domain_category" , "New Testament" ,
 "Caspar" , "domain_category" , "New Testament" ,
 "David" , "domain_category" , "Old Testament" ,
 "St. Dominic" , "domain_category" , "Church of Rome" ,
 "St. Dominic" , "domain_category" , "Western Church" ,
 "St. Dominic" , "domain_category" , "Roman Catholic" ,
 "St. Dominic" , "domain_category" , "Roman Church" ,
 "St. Dominic" , "domain_category" , "Roman Catholic Church" ,
 "Domingo de Guzman" , "domain_category" , "Church of Rome" ,
 "Domingo de Guzman" , "domain_category" , "Western Church" ,
 "Domingo de Guzman" , "domain_category" , "Roman Catholic" ,
 "Domingo de Guzman" , "domain_category" , "Roman Church" ,
 "Domingo de Guzman" , "domain_category" , "Roman Catholic Church" ,
 "Dominic" , "domain_category" , "Church of Rome" ,
 "Dominic" , "domain_category" , "Western Church" ,
 "Dominic" , "domain_category" , "Roman Catholic" ,
 "Dominic" , "domain_category" , "Roman Church" ,
 "Dominic" , "domain_category" , "Roman Catholic Church" ,
 "Saint Dominic" , "domain_category" , "Church of Rome" ,
 "Saint Dominic" , "domain_category" , "Western Church" ,
 "Saint Dominic" , "domain_category" , "Roman Catholic" ,
 "Saint Dominic" , "domain_category" , "Roman Church" ,
 "Saint Dominic" , "domain_category" , "Roman Catholic Church" ,
 "Esau" , "domain_category" , "Old Testament" ,
 "St. Francis of Assisi" , "domain_category" , "Church of Rome" ,
 "St. Francis of Assisi" , "domain_category" , "Western Church" ,
 "St. Francis of Assisi" , "domain_category" , "Roman Catholic" ,
 "St. Francis of Assisi" , "domain_category" , "Roman Church" ,
 "St. Francis of Assisi" , "domain_category" , "Roman Catholic Church" ,
 "Saint Francis of Assisi" , "domain_category" , "Church of Rome" ,
 "Saint Francis of Assisi" , "domain_category" , "Western Church" ,
 "Saint Francis of Assisi" , "domain_category" , "Roman Catholic" ,
 "Saint Francis of Assisi" , "domain_category" , "Roman Church" ,
 "Saint Francis of Assisi" , "domain_category" , "Roman Catholic Church" ,
 "Francis of Assisi" , "domain_category" , "Church of Rome" ,
 "Francis of Assisi" , "domain_category" , "Western Church" ,
 "Francis of Assisi" , "domain_category" , "Roman Catholic" ,
 "Francis of Assisi" , "domain_category" , "Roman Church" ,
 "Francis of Assisi" , "domain_category" , "Roman Catholic Church" ,
 "Giovanni di Bernardone" , "domain_category" , "Church of Rome" ,
 "Giovanni di Bernardone" , "domain_category" , "Western Church" ,
 "Giovanni di Bernardone" , "domain_category" , "Roman Catholic" ,
 "Giovanni di Bernardone" , "domain_category" , "Roman Church" ,
 "Giovanni di Bernardone" , "domain_category" , "Roman Catholic Church" ,
 "Sir Galahad" , "domain_category" , "Arthurian legend" ,
 "Galahad" , "domain_category" , "Arthurian legend" ,
 "Gawain" , "domain_category" , "Arthurian legend" ,
 "Sir Gawain" , "domain_category" , "Arthurian legend" ,
 "Geraint" , "domain_category" , "Arthurian legend" ,
 "Sir Geraint" , "domain_category" , "Arthurian legend" ,
 "Goliath" , "domain_category" , "Old Testament" ,
 "Saint Gregory I" , "domain_category" , "Church of Rome" ,
 "Saint Gregory I" , "domain_category" , "Western Church" ,
 "Saint Gregory I" , "domain_category" , "Roman Catholic" ,
 "Saint Gregory I" , "domain_category" , "Roman Church" ,
 "Saint Gregory I" , "domain_category" , "Roman Catholic Church" ,
 "Gregory the Great" , "domain_category" , "Church of Rome" ,
 "Gregory the Great" , "domain_category" , "Western Church" ,
 "Gregory the Great" , "domain_category" , "Roman Catholic" ,
 "Gregory the Great" , "domain_category" , "Roman Church" ,
 "Gregory the Great" , "domain_category" , "Roman Catholic Church" ,
 "St. Gregory I" , "domain_category" , "Church of Rome" ,
 "St. Gregory I" , "domain_category" , "Western Church" ,
 "St. Gregory I" , "domain_category" , "Roman Catholic" ,
 "St. Gregory I" , "domain_category" , "Roman Church" ,
 "St. Gregory I" , "domain_category" , "Roman Catholic Church" ,
 "Gregory I" , "domain_category" , "Church of Rome" ,
 "Gregory I" , "domain_category" , "Western Church" ,
 "Gregory I" , "domain_category" , "Roman Catholic" ,
 "Gregory I" , "domain_category" , "Roman Church" ,
 "Gregory I" , "domain_category" , "Roman Catholic Church" ,
 "Gregory" , "domain_category" , "Church of Rome" ,
 "Gregory" , "domain_category" , "Western Church" ,
 "Gregory" , "domain_category" , "Roman Catholic" ,
 "Gregory" , "domain_category" , "Roman Church" ,
 "Gregory" , "domain_category" , "Roman Catholic Church" ,
 "Gregory" , "domain_category" , "Church of Rome" ,
 "Gregory" , "domain_category" , "Western Church" ,
 "Gregory" , "domain_category" , "Roman Catholic" ,
 "Gregory" , "domain_category" , "Roman Church" ,
 "Gregory" , "domain_category" , "Roman Catholic Church" ,
 "Gregory Nazianzen" , "domain_category" , "Church of Rome" ,
 "Gregory Nazianzen" , "domain_category" , "Western Church" ,
 "Gregory Nazianzen" , "domain_category" , "Roman Catholic" ,
 "Gregory Nazianzen" , "domain_category" , "Roman Church" ,
 "Gregory Nazianzen" , "domain_category" , "Roman Catholic Church" ,
 "Gregory of Nazianzen" , "domain_category" , "Church of Rome" ,
 "Gregory of Nazianzen" , "domain_category" , "Western Church" ,
 "Gregory of Nazianzen" , "domain_category" , "Roman Catholic" ,
 "Gregory of Nazianzen" , "domain_category" , "Roman Church" ,
 "Gregory of Nazianzen" , "domain_category" , "Roman Catholic Church" ,
 "St. Gregory of Nazianzen" , "domain_category" , "Church of Rome" ,
 "St. Gregory of Nazianzen" , "domain_category" , "Western Church" ,
 "St. Gregory of Nazianzen" , "domain_category" , "Roman Catholic" ,
 "St. Gregory of Nazianzen" , "domain_category" , "Roman Church" ,
 "St. Gregory of Nazianzen" , "domain_category" , "Roman Catholic Church" ,
 "Guenevere" , "domain_category" , "Arthurian legend" ,
 "Guinevere" , "domain_category" , "Arthurian legend" ,
 "Hezekiah" , "domain_category" , "Old Testament" ,
 "Ezekias" , "domain_category" , "Old Testament" ,
 "Holofernes" , "domain_category" , "Apocrypha" ,
 "Saint Ignatius of Loyola" , "domain_category" , "Church of Rome" ,
 "Saint Ignatius of Loyola" , "domain_category" , "Western Church" ,
 "Saint Ignatius of Loyola" , "domain_category" , "Roman Catholic" ,
 "Saint Ignatius of Loyola" , "domain_category" , "Roman Church" ,
 "Saint Ignatius of Loyola" , "domain_category" , "Roman Catholic Church" ,
 "Ignatius of Loyola" , "domain_category" , "Church of Rome" ,
 "Ignatius of Loyola" , "domain_category" , "Western Church" ,
 "Ignatius of Loyola" , "domain_category" , "Roman Catholic" ,
 "Ignatius of Loyola" , "domain_category" , "Roman Church" ,
 "Ignatius of Loyola" , "domain_category" , "Roman Catholic Church" ,
 "Loyola" , "domain_category" , "Church of Rome" ,
 "Loyola" , "domain_category" , "Western Church" ,
 "Loyola" , "domain_category" , "Roman Catholic" ,
 "Loyola" , "domain_category" , "Roman Church" ,
 "Loyola" , "domain_category" , "Roman Catholic Church" ,
 "St. Ignatius of Loyola" , "domain_category" , "Church of Rome" ,
 "St. Ignatius of Loyola" , "domain_category" , "Western Church" ,
 "St. Ignatius of Loyola" , "domain_category" , "Roman Catholic" ,
 "St. Ignatius of Loyola" , "domain_category" , "Roman Church" ,
 "St. Ignatius of Loyola" , "domain_category" , "Roman Catholic Church" ,
 "St. Irenaeus" , "domain_category" , "Church of Rome" ,
 "St. Irenaeus" , "domain_category" , "Western Church" ,
 "St. Irenaeus" , "domain_category" , "Roman Catholic" ,
 "St. Irenaeus" , "domain_category" , "Roman Church" ,
 "St. Irenaeus" , "domain_category" , "Roman Catholic Church" ,
 "Irenaeus" , "domain_category" , "Church of Rome" ,
 "Irenaeus" , "domain_category" , "Western Church" ,
 "Irenaeus" , "domain_category" , "Roman Catholic" ,
 "Irenaeus" , "domain_category" , "Roman Church" ,
 "Irenaeus" , "domain_category" , "Roman Catholic Church" ,
 "Saint Irenaeus" , "domain_category" , "Church of Rome" ,
 "Saint Irenaeus" , "domain_category" , "Western Church" ,
 "Saint Irenaeus" , "domain_category" , "Roman Catholic" ,
 "Saint Irenaeus" , "domain_category" , "Roman Church" ,
 "Saint Irenaeus" , "domain_category" , "Roman Catholic Church" ,
 "Isaac" , "domain_category" , "Old Testament" ,
 "Issachar" , "domain_category" , "Old Testament" ,
 "Jaffar" , "domain_category" , "terrorism" ,
 "Jaffar" , "domain_category" , "terrorist act" ,
 "Jaffar" , "domain_category" , "act of terrorism" ,
 "Jafar Umar Thalib" , "domain_category" , "terrorism" ,
 "Jafar Umar Thalib" , "domain_category" , "terrorist act" ,
 "Jafar Umar Thalib" , "domain_category" , "act of terrorism" ,
 "Jaffar Umar Thalib" , "domain_category" , "terrorism" ,
 "Jaffar Umar Thalib" , "domain_category" , "terrorist act" ,
 "Jaffar Umar Thalib" , "domain_category" , "act of terrorism" ,
 "Jafar" , "domain_category" , "terrorism" ,
 "Jafar" , "domain_category" , "terrorist act" ,
 "Jafar" , "domain_category" , "act of terrorism" ,
 "Saint James the Apostle" , "domain_category" , "New Testament" ,
 "St. James the Apostle" , "domain_category" , "New Testament" ,
 "Saint James" , "domain_category" , "New Testament" ,
 "St. James" , "domain_category" , "New Testament" ,
 "Jeroboam I" , "domain_category" , "Old Testament" ,
 "Jeroboam" , "domain_category" , "Old Testament" ,
 "Eusebius Sophronius Hieronymus" , "domain_category" , "Church of Rome" ,
 "Eusebius Sophronius Hieronymus" , "domain_category" , "Western Church" ,
 "Eusebius Sophronius Hieronymus" , "domain_category" , "Roman Catholic" ,
 "Eusebius Sophronius Hieronymus" , "domain_category" , "Roman Church" ,
 "Eusebius Sophronius Hieronymus" , "domain_category" , "Roman Catholic Church" ,
 "Saint Jerome" , "domain_category" , "Church of Rome" ,
 "Saint Jerome" , "domain_category" , "Western Church" ,
 "Saint Jerome" , "domain_category" , "Roman Catholic" ,
 "Saint Jerome" , "domain_category" , "Roman Church" ,
 "Saint Jerome" , "domain_category" , "Roman Catholic Church" ,
 "Eusebius Hieronymus" , "domain_category" , "Church of Rome" ,
 "Eusebius Hieronymus" , "domain_category" , "Western Church" ,
 "Eusebius Hieronymus" , "domain_category" , "Roman Catholic" ,
 "Eusebius Hieronymus" , "domain_category" , "Roman Church" ,
 "Eusebius Hieronymus" , "domain_category" , "Roman Catholic Church" ,
 "Jerome" , "domain_category" , "Church of Rome" ,
 "Jerome" , "domain_category" , "Western Church" ,
 "Jerome" , "domain_category" , "Roman Catholic" ,
 "Jerome" , "domain_category" , "Roman Church" ,
 "Jerome" , "domain_category" , "Roman Catholic Church" ,
 "Hieronymus" , "domain_category" , "Church of Rome" ,
 "Hieronymus" , "domain_category" , "Western Church" ,
 "Hieronymus" , "domain_category" , "Roman Catholic" ,
 "Hieronymus" , "domain_category" , "Roman Church" ,
 "Hieronymus" , "domain_category" , "Roman Catholic Church" ,
 "St. Jerome" , "domain_category" , "Church of Rome" ,
 "St. Jerome" , "domain_category" , "Western Church" ,
 "St. Jerome" , "domain_category" , "Roman Catholic" ,
 "St. Jerome" , "domain_category" , "Roman Church" ,
 "St. Jerome" , "domain_category" , "Roman Catholic Church" ,
 "El Nino" , "domain_category" , "oceanology" ,
 "El Nino" , "domain_category" , "oceanography" ,
 "El Nino" , "domain_category" , "Spanish" ,
 "St. John the Apostle" , "domain_category" , "New Testament" ,
 "Saint John the Apostle" , "domain_category" , "New Testament" ,
 "John the Divine" , "domain_category" , "New Testament" ,
 "John the Evangelist" , "domain_category" , "New Testament" ,
 "John Chrysostom" , "domain_category" , "Church of Rome" ,
 "John Chrysostom" , "domain_category" , "Western Church" ,
 "John Chrysostom" , "domain_category" , "Roman Catholic" ,
 "John Chrysostom" , "domain_category" , "Roman Church" ,
 "John Chrysostom" , "domain_category" , "Roman Catholic Church" ,
 "St. John Chrysostom" , "domain_category" , "Church of Rome" ,
 "St. John Chrysostom" , "domain_category" , "Western Church" ,
 "St. John Chrysostom" , "domain_category" , "Roman Catholic" ,
 "St. John Chrysostom" , "domain_category" , "Roman Church" ,
 "St. John Chrysostom" , "domain_category" , "Roman Catholic Church" ,
 "John the Baptist" , "domain_category" , "New Testament" ,
 "St. John the Baptist" , "domain_category" , "New Testament" ,
 "Joseph" , "domain_category" , "Old Testament" ,
 "Joseph" , "domain_category" , "New Testament" ,
 "Judas Iscariot" , "domain_category" , "New Testament" ,
 "Saint Jude" , "domain_category" , "New Testament" ,
 "Thaddaeus" , "domain_category" , "New Testament" ,
 "St. Jude" , "domain_category" , "New Testament" ,
 "Lancelot" , "domain_category" , "Arthurian legend" ,
 "Sir Lancelot" , "domain_category" , "Arthurian legend" ,
 "Laurentius" , "domain_category" , "Christianity" ,
 "Laurentius" , "domain_category" , "Christian religion" ,
 "Saint Luke" , "domain_category" , "New Testament" ,
 "St. Luke" , "domain_category" , "New Testament" ,
 "Saint Matthew the Apostle" , "domain_category" , "New Testament" ,
 "Saint Matthew" , "domain_category" , "New Testament" ,
